,Team,ScoreDescending,Overs,RPO,Inns,Result,Opposition,Ground,Start_Date,Year,Runs,Range
2110,South Africa,176/4,34.0,5.17,2,won,vWest Indies,Centurion,20 Jan 2008,2008,176,B'twn 100 & 200 runs
2111,Australia,176,45.5,3.84,1,lost,vEngland,Chester-le-Street,20 Sep 2009,2009,176,B'twn 100 & 200 runs
2112,Australia,176,46.4,3.77,1,lost,vPakistan,Colombo (RPS),19 Mar 2011,2011,176,B'twn 100 & 200 runs
2113,England,176,37.0,4.75,2,lost,vIndia,Kolkata,25 Oct 2011,2011,176,B'twn 100 & 200 runs
2114,Canada,176,49.1,3.57,1,lost,vScotland,Ayr,11 Jul 2012,2012,176,B'twn 100 & 200 runs
2115,Afghanistan,176,47.2,3.71,2,lost,vPakistan,Fatullah,27 Feb 2014,2014,176,B'twn 100 & 200 runs
2116,West Indies,176/4,30.3,5.77,2,won,vU.A.E.,Napier,15 Mar 2015,2015,176,B'twn 100 & 200 runs
2117,Pakistan,176,42.4,4.12,2,lost,vAustralia,Brisbane,13 Jan 2017,2017,176,B'twn 100 & 200 runs
2118,Kenya,175/2,28.2,6.17,2,won,vBermuda,Nairobi (Gym),25 Oct 2007,2007,175,B'twn 100 & 200 runs
2119,West Indies,175,35.5,4.88,1,lost,vSouth Africa,Centurion,20 Jan 2008,2008,175,B'twn 100 & 200 runs
2120,Kenya,175,45.1,3.87,1,lost,vIreland,Dublin,11 Jul 2009,2009,175,B'twn 100 & 200 runs
2121,Sri Lanka,175,36.1,4.83,2,lost,vPakistan,Colombo (RPS),7 Aug 2009,2009,175,B'twn 100 & 200 runs
2122,Ireland,175/9,35.0,5.0,1,lost,vCanada,Toronto,6 Sep 2010,2010,175,B'twn 100 & 200 runs
2123,South Africa,175,38.4,4.52,1,lost,vEngland,The Oval,19 Jun 2013,2013,175,B'twn 100 & 200 runs
2124,Ireland,175,43.3,4.02,2,lost,vAfghanistan,Dubai (DSC),17 Jan 2015,2015,175,B'twn 100 & 200 runs
2125,U.A.E.,175,47.4,3.67,1,lost,vWest Indies,Napier,15 Mar 2015,2015,175,B'twn 100 & 200 runs
2126,Zimbabwe,175,48.3,3.6,1,won,vAfghanistan,Sharjah,2 Jan 2016,2016,175,B'twn 100 & 200 runs
2127,West Indies,175,38.4,4.52,2,lost,vPakistan,Sharjah,30 Sep 2016,2016,175,B'twn 100 & 200 runs
2128,U.A.E.,175/4,38.1,4.58,2,won,vHong Kong,Dubai (DSC),26 Jan 2017,2017,175,B'twn 100 & 200 runs
2129,Bangladesh,174,48.3,3.58,1,lost,vNew Zealand,North Sound,2 Apr 2007,2007,174,B'twn 100 & 200 runs
2130,Bermuda,174,41.2,4.2,1,lost,vKenya,Nairobi (Gym),25 Oct 2007,2007,174,B'twn 100 & 200 runs
2131,Bangladesh,174,38.3,4.51,2,lost,vSri Lanka,Karachi,30 Jun 2008,2008,174,B'twn 100 & 200 runs
2132,Netherlands,174/4,36.1,4.81,2,won,vBermuda,Amstelveen,8 Aug 2008,2008,174,B'twn 100 & 200 runs
2133,Bangladesh,174,44.2,3.92,1,won,vNew Zealand,Dhaka,17 Oct 2010,2010,174,B'twn 100 & 200 runs
2134,Sri Lanka,174,43.4,3.98,1,lost,vEngland,Nottingham,6 Jul 2011,2011,174,B'twn 100 & 200 runs
2135,England,174,36.1,4.81,2,lost,vIndia,Hyderabad (Deccan),14 Oct 2011,2011,174,B'twn 100 & 200 runs
2136,Sri Lanka,174,45.2,3.83,2,lost,vPakistan,Sharjah,20 Nov 2011,2011,174,B'twn 100 & 200 runs
2137,U.A.E.,174/6,41.5,4.15,2,won,vScotland,Dubai (DSC),24 Jan 2017,2017,174,B'twn 100 & 200 runs
2138,Hong Kong,174,48.5,3.56,1,lost,vU.A.E.,Dubai (DSC),26 Jan 2017,2017,174,B'twn 100 & 200 runs
2139,South Africa,173/4,31.0,5.58,1,won,vIreland,Belfast,24 Jun 2007,2007,173,B'twn 100 & 200 runs
2140,Sri Lanka,173,45.3,3.8,2,lost,vAustralia,Perth,15 Feb 2008,2008,173,B'twn 100 & 200 runs
2141,Bangladesh,173,48.2,3.57,1,lost,vSouth Africa,Dhaka,12 Mar 2008,2008,173,B'twn 100 & 200 runs
2142,India,173,39.3,4.37,2,lost,vSri Lanka,Karachi,6 Jul 2008,2008,173,B'twn 100 & 200 runs
2143,New Zealand,173,42.5,4.03,1,lost,vBangladesh,Dhaka,11 Oct 2010,2010,173,B'twn 100 & 200 runs
2144,Ireland,173/3,36.4,4.71,2,won,vScotland,Dublin (Malahide),8 Sep 2014,2014,173,B'twn 100 & 200 runs
2145,Zimbabwe,173,39.5,4.34,2,lost,vBangladesh,Dhaka,26 Nov 2014,2014,173,B'twn 100 & 200 runs
2146,India,173/1,42.3,4.07,2,won,vZimbabwe,Harare,11 Jun 2016,2016,173,B'twn 100 & 200 runs
2147,Scotland,173,45.2,3.81,1,lost,vU.A.E.,Dubai (DSC),24 Jan 2017,2017,173,B'twn 100 & 200 runs
2148,Canada,172,43.0,4.0,2,lost,vNetherlands,Toronto,3 Jul 2007,2007,172,B'twn 100 & 200 runs
2149,West Indies,172,39.5,4.31,2,lost,vAustralia,Basseterre,6 Jul 2008,2008,172,B'twn 100 & 200 runs
2150,England,172/5,29.0,5.93,1,won,vWest Indies,Gros Islet,3 Apr 2009,2009,172,B'twn 100 & 200 runs
2151,Australia,172/4,41.5,4.11,2,won,vIndia,Guwahati,8 Nov 2009,2009,172,B'twn 100 & 200 runs
2152,Scotland,172/8,50.0,3.44,1,won,vKenya,Rotterdam,7 Jul 2010,2010,172,B'twn 100 & 200 runs
2153,South Africa,172,43.2,3.96,2,lost,vNew Zealand,Dhaka,25 Mar 2011,2011,172,B'twn 100 & 200 runs
2154,West Indies,172,33.4,5.1,2,lost,vEngland,Southampton,16 Jun 2012,2012,172,B'twn 100 & 200 runs
2155,Sri Lanka,172/2,40.1,4.28,2,won,vAustralia,Adelaide,13 Jan 2013,2013,172,B'twn 100 & 200 runs
2156,West Indies,172/8,40.4,4.22,2,won,vPakistan,The Oval,7 Jun 2013,2013,172,B'twn 100 & 200 runs
2157,Scotland,172,40.3,4.24,1,lost,vIreland,Dublin (Malahide),8 Sep 2014,2014,172,B'twn 100 & 200 runs
2158,Zimbabwe,172,44.1,3.89,2,lost,vAfghanistan,Bulawayo,24 Oct 2015,2015,172,B'twn 100 & 200 runs
2159,West Indies,172,44.0,3.9,2,lost,vPakistan,Abu Dhabi,5 Oct 2016,2016,172,B'twn 100 & 200 runs
2160,India,171/1,34.5,4.9,2,won,vIreland,Belfast,23 Jun 2007,2007,171,B'twn 100 & 200 runs
2161,Sri Lanka,171/7,28.0,6.1,1,won,vZimbabwe,Harare,24 Nov 2008,2008,171,B'twn 100 & 200 runs
2162,Pakistan,171/6,44.1,3.87,2,won,vAustralia,Dubai (DSC),22 Apr 2009,2009,171,B'twn 100 & 200 runs
2163,Pakistan,171,47.1,3.62,2,lost,vAustralia,Abu Dhabi,27 Apr 2009,2009,171,B'twn 100 & 200 runs
2164,Australia,171/2,26.3,6.45,2,won,vWest Indies,Adelaide,9 Feb 2010,2010,171,B'twn 100 & 200 runs
2165,India,171/4,34.3,4.95,2,won,vSri Lanka,Dambulla,16 Aug 2010,2010,171,B'twn 100 & 200 runs
2166,New Zealand,171,49.3,3.45,2,lost,vBangladesh,Dhaka,17 Oct 2010,2010,171,B'twn 100 & 200 runs
2167,Zimbabwe,171,46.2,3.69,2,lost,vAustralia,Ahmedabad,21 Feb 2011,2011,171,B'twn 100 & 200 runs
2168,England,171,45.4,3.74,1,won,vSouth Africa,Chennai,6 Mar 2011,2011,171,B'twn 100 & 200 runs
2169,West Indies,171,43.4,3.91,1,lost,vPakistan,Bridgetown,28 Apr 2011,2011,171,B'twn 100 & 200 runs
2170,England,171/0,23.5,7.17,2,won,vSri Lanka,Nottingham,6 Jul 2011,2011,171,B'twn 100 & 200 runs
2171,Zimbabwe,171,44.0,3.88,2,lost,vNew Zealand,Napier,9 Feb 2012,2012,171,B'twn 100 & 200 runs
2172,West Indies,171,34.0,5.02,2,lost,vIndia,Port of Spain,5 Jul 2013,2013,171,B'twn 100 & 200 runs
2173,Canada,171,39.2,4.34,2,lost,vScotland,Christchurch,23 Jan 2014,2014,171,B'twn 100 & 200 runs
2174,South Africa,171/3,27.2,6.25,2,won,vZimbabwe,Bulawayo,21 Aug 2014,2014,171,B'twn 100 & 200 runs
2175,South Africa,170,42.4,3.98,2,lost,vEngland,The Oval,29 Aug 2008,2008,170,B'twn 100 & 200 runs
2176,Bangladesh,170/8,50.0,3.4,2,lost,vNew Zealand,Chittagong,14 Oct 2008,2008,170,B'twn 100 & 200 runs
2177,India,170,48.0,3.54,1,lost,vAustralia,Guwahati,8 Nov 2009,2009,170,B'twn 100 & 200 runs
2178,West Indies,170,39.4,4.28,1,lost,vAustralia,Adelaide,9 Feb 2010,2010,170,B'twn 100 & 200 runs
2179,Sri Lanka,170,46.1,3.68,1,lost,vIndia,Dambulla,16 Aug 2010,2010,170,B'twn 100 & 200 runs
2180,Australia,170,46.5,3.62,1,lost,vSri Lanka,Adelaide,13 Jan 2013,2013,170,B'twn 100 & 200 runs
2181,Pakistan,170,48.0,3.54,1,lost,vWest Indies,The Oval,7 Jun 2013,2013,170,B'twn 100 & 200 runs
2182,Zimbabwe,170,38.3,4.41,2,lost,vSouth Africa,Harare,29 Aug 2014,2014,170,B'twn 100 & 200 runs
2183,Bangladesh,170/1,26.1,6.49,2,won,vSouth Africa,Chittagong,15 Jul 2015,2015,170,B'twn 100 & 200 runs
2184,West Indies,169,48.2,3.49,2,lost,vIndia,Cuttack,24 Jan 2007,2007,169,B'twn 100 & 200 runs
2185,Bangladesh,169,41.2,4.08,2,lost,vIreland,Bridgetown,15 Apr 2007,2007,169,B'twn 100 & 200 runs
2186,Sri Lanka,169,44.3,3.79,2,lost,vEngland,Dambulla,4 Oct 2007,2007,169,B'twn 100 & 200 runs
2187,Kenya,169/9,36.2,4.65,2,won,vBermuda,Nairobi (Gym),28 Oct 2007,2007,169,B'twn 100 & 200 runs
2188,West Indies,169,48.2,3.49,2,lost,vSouth Africa,Cape Town,25 Jan 2008,2008,169,B'twn 100 & 200 runs
2189,Sri Lanka,169/4,43.4,3.87,2,won,vPakistan,Dambulla,1 Aug 2009,2009,169,B'twn 100 & 200 runs
2190,Netherlands,169/3,42.4,3.96,2,won,vCanada,Rotterdam,5 Jul 2010,2010,169,B'twn 100 & 200 runs
2191,England,169,23.3,7.19,1,won,vNew Zealand,Cardiff,16 Jun 2013,2013,169,B'twn 100 & 200 runs
2192,New Zealand,168,34.0,4.94,2,lost,vAustralia,Hobart,20 Dec 2007,2007,168,B'twn 100 & 200 runs
2193,Australia,168/4,22.0,7.63,1,n/r,vNew Zealand,Brisbane,13 Feb 2009,2009,168,B'twn 100 & 200 runs
2194,Australia,168,38.5,4.32,1,lost,vPakistan,Dubai (DSC),22 Apr 2009,2009,168,B'twn 100 & 200 runs
2195,Pakistan,168,47.0,3.57,1,lost,vSri Lanka,Dambulla,1 Aug 2009,2009,168,B'twn 100 & 200 runs
2196,India,168,37.2,4.5,2,lost,vSri Lanka,Colombo (RPS),12 Sep 2009,2009,168,B'twn 100 & 200 runs
2197,India,168/4,30.4,5.47,2,won,vBangladesh,Dambulla,16 Jun 2010,2010,168,B'twn 100 & 200 runs
2198,Canada,168,49.1,3.41,1,lost,vNetherlands,Rotterdam,5 Jul 2010,2010,168,B'twn 100 & 200 runs
2199,South Africa,168/9,40.0,4.2,1,lost,vBangladesh,Chittagong,15 Jul 2015,2015,168,B'twn 100 & 200 runs
2200,Zimbabwe,168,49.5,3.37,1,lost,vIndia,Harare,11 Jun 2016,2016,168,B'twn 100 & 200 runs
2201,South Africa,168/4,35.3,4.73,2,won,vAustralia,Port Elizabeth,9 Oct 2016,2016,168,B'twn 100 & 200 runs
2202,Bermuda,167,46.4,3.57,1,lost,vKenya,Nairobi (Gym),28 Oct 2007,2007,167,B'twn 100 & 200 runs
2203,Bangladesh,167,46.2,3.6,2,lost,vZimbabwe,Dhaka,10 Jan 2009,2009,167,B'twn 100 & 200 runs
2204,Bangladesh,167,34.5,4.79,1,lost,vIndia,Dambulla,16 Jun 2010,2010,167,B'twn 100 & 200 runs
2205,India,167,43.4,3.82,1,won,vPakistan,Delhi,6 Jan 2013,2013,167,B'twn 100 & 200 runs
2206,Pakistan,167,45.0,3.71,2,lost,vSouth Africa,Birmingham,10 Jun 2013,2013,167,B'twn 100 & 200 runs
2207,Sri Lanka,167,43.2,3.85,2,lost,vSouth Africa,Pallekele,26 Jul 2013,2013,167,B'twn 100 & 200 runs
2208,India,167/3,34.0,4.91,2,won,vZimbabwe,Bulawayo,3 Aug 2013,2013,167,B'twn 100 & 200 runs
2209,Bangladesh,167,39.2,4.24,2,lost,vSri Lanka,Dhaka,17 Feb 2014,2014,167,B'twn 100 & 200 runs
2210,England,167/6,20.0,8.35,1,won,vScotland,Aberdeen,9 May 2014,2014,167,B'twn 100 & 200 runs
2211,Bangladesh,167/3,27.4,6.03,2,won,vSouth Africa,Dhaka,12 Jul 2015,2015,167,B'twn 100 & 200 runs
2212,Australia,167,36.4,4.55,1,lost,vSouth Africa,Port Elizabeth,9 Oct 2016,2016,167,B'twn 100 & 200 runs
2213,India,166/4,22.0,7.54,1,won,vEngland,Bengaluru,23 Nov 2008,2008,166,B'twn 100 & 200 runs
2214,Zimbabwe,166/7,28.0,5.92,2,lost,vSri Lanka,Harare,24 Nov 2008,2008,166,B'twn 100 & 200 runs
2215,Kenya,166,48.4,3.41,2,lost,vScotland,Rotterdam,7 Jul 2010,2010,166,B'twn 100 & 200 runs
2216,New Zealand,166/0,33.3,4.95,2,won,vZimbabwe,Ahmedabad,4 Mar 2011,2011,166,B'twn 100 & 200 runs
2217,Bangladesh,166/4,41.2,4.01,2,won,vNetherlands,Chittagong,14 Mar 2011,2011,166,B'twn 100 & 200 runs
2218,Ireland,166/3,33.0,5.03,2,won,vScotland,Belfast,8 Sep 2013,2013,166,B'twn 100 & 200 runs
2219,England,166,39.1,4.23,2,lost,vAustralia,Perth,1 Feb 2015,2015,166,B'twn 100 & 200 runs
2220,Sri Lanka,166/4,37.3,4.42,2,won,vZimbabwe,Bulawayo,27 Nov 2016,2016,166,B'twn 100 & 200 runs
2221,South Africa,165/3,31.3,5.23,2,won,vIreland,Providence,3 Apr 2007,2007,165,B'twn 100 & 200 runs
2222,West Indies,165/6,29.5,5.53,2,won,vScotland,Dublin,12 Jul 2007,2007,165,B'twn 100 & 200 runs
2223,New Zealand,165/0,18.1,9.08,2,won,vEngland,Hamilton,12 Feb 2008,2008,165,B'twn 100 & 200 runs
2224,Bermuda,165/7,40.0,4.12,1,lost,vNetherlands,Amstelveen,8 Aug 2008,2008,165,B'twn 100 & 200 runs
2225,West Indies,165/6,27.4,5.96,2,won,vZimbabwe,Kingstown,14 Mar 2010,2010,165,B'twn 100 & 200 runs
2226,South Africa,165,47.4,3.46,2,lost,vEngland,Chennai,6 Mar 2011,2011,165,B'twn 100 & 200 runs
2227,India,165,39.3,4.17,2,lost,vAustralia,Sydney,26 Feb 2012,2012,165,B'twn 100 & 200 runs
2228,India,165,48.0,3.43,2,lost,vPakistan,Kolkata,3 Jan 2013,2013,165,B'twn 100 & 200 runs
2229,Pakistan,165,39.4,4.15,1,lost,vIndia,Birmingham,15 Jun 2013,2013,165,B'twn 100 & 200 runs
2230,Scotland,165,49.3,3.33,1,lost,vIreland,Belfast,8 Sep 2013,2013,165,B'twn 100 & 200 runs
2231,Zimbabwe,165,39.5,4.14,1,lost,vSouth Africa,Bulawayo,21 Aug 2014,2014,165,B'twn 100 & 200 runs
2232,Sri Lanka,165,43.1,3.82,2,lost,vWest Indies,Harare,16 Nov 2016,2016,165,B'twn 100 & 200 runs
2233,Bangladesh,164,40.3,4.04,2,lost,vSri Lanka,Colombo (PSS),20 Jul 2007,2007,164,B'twn 100 & 200 runs
2234,Sri Lanka,164,41.1,3.98,1,lost,vEngland,Dambulla,7 Oct 2007,2007,164,B'twn 100 & 200 runs
2235,England,164/8,46.5,3.5,2,won,vSri Lanka,Dambulla,7 Oct 2007,2007,164,B'twn 100 & 200 runs
2236,Bangladesh,164/4,44.5,3.65,2,won,vZimbabwe,Dhaka,21 Jan 2009,2009,164,B'twn 100 & 200 runs
2237,Ireland,164/3,39.5,4.11,2,won,vKenya,Rotterdam,1 Jul 2010,2010,164,B'twn 100 & 200 runs
2238,Pakistan,164/3,34.1,4.8,2,won,vZimbabwe,Pallekele,14 Mar 2011,2011,164,B'twn 100 & 200 runs
2239,West Indies,164,28.2,5.78,2,lost,vSouth Africa,Durban,16 Jan 2015,2015,164,B'twn 100 & 200 runs
2240,South Africa,164/2,31.1,5.26,2,won,vBangladesh,Dhaka,10 Jul 2015,2015,164,B'twn 100 & 200 runs
2241,Sri Lanka,164/9,24.5,6.6,2,won,vWest Indies,Colombo (RPS),1 Nov 2015,2015,164,B'twn 100 & 200 runs
2242,South Africa,164/3,32.0,5.12,2,won,vSri Lanka,Johannesburg,4 Feb 2017,2017,164,B'twn 100 & 200 runs
2243,Bangladesh,163/8,40.0,4.07,2,lost,vPakistan,Dhaka,8 Jun 2008,2008,163,B'twn 100 & 200 runs
2244,Kenya,163,45.3,3.58,1,lost,vIreland,Rotterdam,1 Jul 2010,2010,163,B'twn 100 & 200 runs
2245,Canada,163/4,33.0,4.93,2,won,vIreland,Toronto,6 Sep 2010,2010,163,B'twn 100 & 200 runs
2246,West Indies,163/5,38.2,4.25,2,won,vAustralia,Kingstown,18 Mar 2012,2012,163,B'twn 100 & 200 runs
2247,Ireland,163,47.0,3.46,1,won,vAfghanistan,Dublin,5 Jul 2012,2012,163,B'twn 100 & 200 runs
2248,Zimbabwe,163,39.5,4.09,1,lost,vIndia,Bulawayo,3 Aug 2013,2013,163,B'twn 100 & 200 runs
2249,England,163/7,44.5,3.63,2,won,vWest Indies,North Sound,2 Mar 2014,2014,163,B'twn 100 & 200 runs
2250,P.N.G.,163,38.2,4.25,2,lost,vHong Kong,Mong Kok,4 Nov 2016,2016,163,B'twn 100 & 200 runs
2251,Sri Lanka,163,39.2,4.14,1,lost,vSouth Africa,Johannesburg,4 Feb 2017,2017,163,B'twn 100 & 200 runs
2252,Canada,162/8,21.0,7.71,1,won,vBermuda,Nairobi (Gym),2 Feb 2007,2007,162,B'twn 100 & 200 runs
2253,Ireland,162,38.3,4.2,2,lost,vBangladesh,Dhaka,20 Mar 2008,2008,162,B'twn 100 & 200 runs
2254,England,162,24.0,6.75,1,n/r,vNew Zealand,Birmingham,18 Jun 2008,2008,162,B'twn 100 & 200 runs
2255,New Zealand,162/9,28.0,5.78,2,lost,vIndia,Napier,3 Mar 2009,2009,162,B'twn 100 & 200 runs
2256,Zimbabwe,162,46.2,3.49,1,lost,vNew Zealand,Ahmedabad,4 Mar 2011,2011,162,B'twn 100 & 200 runs
2257,Scotland,162/5,39.1,4.13,2,won,vNetherlands,Aberdeen,29 Jun 2011,2011,162,B'twn 100 & 200 runs
2258,Scotland,162,43.5,3.69,2,lost,vAustralia,Edinburgh,3 Sep 2013,2013,162,B'twn 100 & 200 runs
2259,New Zealand,162,29.5,5.43,2,lost,vBangladesh,Dhaka,29 Oct 2013,2013,162,B'twn 100 & 200 runs
2260,Pakistan,162,36.3,4.43,2,lost,vAustralia,Sharjah,7 Oct 2014,2014,162,B'twn 100 & 200 runs
2261,Afghanistan,162,42.5,3.78,2,lost,vBangladesh,Canberra,18 Feb 2015,2015,162,B'twn 100 & 200 runs
2262,South Africa,162,46.0,3.52,1,lost,vBangladesh,Dhaka,12 Jul 2015,2015,162,B'twn 100 & 200 runs
2263,Pakistan,162/3,34.0,4.76,2,won,vZimbabwe,Harare,5 Oct 2015,2015,162,B'twn 100 & 200 runs
2264,Pakistan,161,34.5,4.62,2,lost,vSri Lanka,Karachi,21 Jan 2009,2009,161,B'twn 100 & 200 runs
2265,England,161/4,36.0,4.47,2,won,vWest Indies,Bristol,24 May 2009,2009,161,B'twn 100 & 200 runs
2266,Zimbabwe,161,50.0,3.22,1,lost,vWest Indies,Kingstown,14 Mar 2010,2010,161,B'twn 100 & 200 runs
2267,West Indies,161,34.3,4.66,2,lost,vNew Zealand,Basseterre,11 Jul 2012,2012,161,B'twn 100 & 200 runs
2268,England,161,38.1,4.21,2,lost,vIndia,Cardiff,27 Aug 2014,2014,161,B'twn 100 & 200 runs
2269,Zimbabwe,161,38.5,4.14,1,lost,vPakistan,Harare,5 Oct 2015,2015,161,B'twn 100 & 200 runs
2270,Afghanistan,161,45.0,3.57,2,lost,vZimbabwe,Sharjah,4 Jan 2016,2016,161,B'twn 100 & 200 runs
2271,India,160/5,45.5,3.49,2,won,vAustralia,Melbourne,10 Feb 2008,2008,160,B'twn 100 & 200 runs
2272,Pakistan,160/3,23.2,6.85,2,won,vBangladesh,Faisalabad,11 Apr 2008,2008,160,B'twn 100 & 200 runs
2273,England,160,46.2,3.45,2,lost,vNew Zealand,Bristol,21 Jun 2008,2008,160,B'twn 100 & 200 runs
2274,Zimbabwe,160/9,50.0,3.2,1,lost,vBangladesh,Dhaka,21 Jan 2009,2009,160,B'twn 100 & 200 runs
2275,West Indies,160,38.3,4.15,1,lost,vEngland,Bristol,24 May 2009,2009,160,B'twn 100 & 200 runs
2276,Netherlands,160,46.2,3.45,1,lost,vBangladesh,Chittagong,14 Mar 2011,2011,160,B'twn 100 & 200 runs
2277,Zimbabwe,160,38.2,4.17,2,lost,vBangladesh,Bulawayo,21 Aug 2011,2011,160,B'twn 100 & 200 runs
2278,New Zealand,160,29.5,5.36,2,lost,vWest Indies,Hamilton,8 Jan 2014,2014,160,B'twn 100 & 200 runs
2279,India,160/2,32.2,4.94,2,won,vAfghanistan,Dhaka,5 Mar 2014,2014,160,B'twn 100 & 200 runs
2280,Pakistan,160,39.0,4.1,2,lost,vWest Indies,Christchurch,21 Feb 2015,2015,160,B'twn 100 & 200 runs
2281,Bangladesh,160,36.3,4.38,1,lost,vSouth Africa,Dhaka,10 Jul 2015,2015,160,B'twn 100 & 200 runs
2282,Zimbabwe,160,36.3,4.38,1,lost,vSri Lanka,Bulawayo,27 Nov 2016,2016,160,B'twn 100 & 200 runs
2283,Australia,159,43.1,3.68,1,lost,vIndia,Melbourne,10 Feb 2008,2008,159,B'twn 100 & 200 runs
2284,West Indies,159/4,31.5,4.99,2,won,vBermuda,King City (NW),20 Aug 2008,2008,159,B'twn 100 & 200 runs
2285,India,159/4,21.5,7.28,2,won,vWest Indies,Gros Islet,3 Jul 2009,2009,159,B'twn 100 & 200 runs
2286,New Zealand,159/8,24.0,6.62,2,lost,vEngland,Cardiff,16 Jun 2013,2013,159,B'twn 100 & 200 runs
2287,West Indies,159,44.2,3.58,1,lost,vEngland,North Sound,2 Mar 2014,2014,159,B'twn 100 & 200 runs
2288,Afghanistan,159,45.2,3.5,1,lost,vIndia,Dhaka,5 Mar 2014,2014,159,B'twn 100 & 200 runs
2289,Zimbabwe,159,38.0,4.18,2,lost,vAfghanistan,Bulawayo,24 Jul 2014,2014,159,B'twn 100 & 200 runs
2290,West Indies,159/8,26.0,6.11,1,lost,vSri Lanka,Colombo (RPS),1 Nov 2015,2015,159,B'twn 100 & 200 runs
2291,Kenya,158/2,37.5,4.17,2,won,vScotland,Nairobi (Gym),7 Feb 2007,2007,158,B'twn 100 & 200 runs
2292,England,158,35.1,4.49,1,lost,vNew Zealand,Hamilton,12 Feb 2008,2008,158,B'twn 100 & 200 runs
2293,Bermuda,158/7,35.3,4.45,2,won,vCanada,King City (NW),28 Jun 2008,2008,158,B'twn 100 & 200 runs
2294,Bermuda,158/9,50.0,3.16,1,lost,vWest Indies,King City (NW),20 Aug 2008,2008,158,B'twn 100 & 200 runs
2295,West Indies,158/5,27.5,5.67,2,won,vNew Zealand,Christchurch,3 Jan 2009,2009,158,B'twn 100 & 200 runs
2296,Zimbabwe,158,41.1,3.83,2,lost,vNew Zealand,Dunedin,3 Feb 2012,2012,158,B'twn 100 & 200 runs
2297,Australia,158,40.5,3.86,1,lost,vSri Lanka,Sydney,17 Feb 2012,2012,158,B'twn 100 & 200 runs
2298,England,158,36.0,4.38,2,lost,vIndia,Kochi,15 Jan 2013,2013,158,B'twn 100 & 200 runs
2299,U.A.E.,158/8,48.3,3.25,2,won,vHong Kong,Kuala Lumpur,4 May 2014,2014,158,B'twn 100 & 200 runs
2300,South Africa,157/1,19.2,8.12,2,won,vEngland,Bridgetown,17 Apr 2007,2007,157,B'twn 100 & 200 runs
2301,Bangladesh,157,37.1,4.22,2,lost,vSri Lanka,Colombo (RPS),25 Jul 2007,2007,157,B'twn 100 & 200 runs
2302,West Indies,157,38.0,4.13,2,lost,vSouth Africa,Roseau,28 May 2010,2010,157,B'twn 100 & 200 runs
2303,Pakistan,157,48.5,3.21,2,lost,vIndia,Delhi,6 Jan 2013,2013,157,B'twn 100 & 200 runs
2304,India,157/3,28.1,5.57,2,won,vEngland,Ranchi,19 Jan 2013,2013,157,B'twn 100 & 200 runs
2305,West Indies,157/8,27.3,5.7,2,won,vNew Zealand,Auckland,26 Dec 2013,2013,157,B'twn 100 & 200 runs
2306,Hong Kong,157,45.2,3.46,1,lost,vU.A.E.,Kuala Lumpur,4 May 2014,2014,157,B'twn 100 & 200 runs
2307,South Africa,157/3,30.4,5.11,1,n/r,vNew Zealand,Hamilton,27 Oct 2014,2014,157,B'twn 100 & 200 runs
2308,South Africa,157/7,27.4,5.67,2,won,vAustralia,Perth,16 Nov 2014,2014,157,B'twn 100 & 200 runs
2309,Ireland,157,23.4,6.63,2,lost,vAustralia,Belfast,27 Aug 2015,2015,157,B'twn 100 & 200 runs
2310,Australia,156/6,38.4,4.03,2,won,vEngland,Brisbane,19 Jan 2007,2007,156,B'twn 100 & 200 runs
2311,Zimbabwe,156/2,35.2,4.41,2,won,vBangladesh,Harare,6 Feb 2007,2007,156,B'twn 100 & 200 runs
2312,South Africa,156/1,28.2,5.5,2,won,vPakistan,Johannesburg,14 Feb 2007,2007,156,B'twn 100 & 200 runs
2313,Bermuda,156,43.1,3.61,2,lost,vIndia,Port of Spain,19 Mar 2007,2007,156,B'twn 100 & 200 runs
2314,Scotland,156/9,44.0,3.54,1,n/r,vEngland,Edinburgh,18 Aug 2008,2008,156,B'twn 100 & 200 runs
2315,Scotland,156,39.3,3.94,2,lost,vAustralia,Edinburgh,28 Aug 2009,2009,156,B'twn 100 & 200 runs
2316,India,156/4,40.3,3.85,2,won,vNew Zealand,Colombo (RPS),11 Sep 2009,2009,156,B'twn 100 & 200 runs
2317,Netherlands,156/1,26.2,5.92,2,won,vAfghanistan,Sharjah,29 Mar 2012,2012,156,B'twn 100 & 200 runs
2318,New Zealand,156,42.1,3.69,1,lost,vWest Indies,Auckland,26 Dec 2013,2013,156,B'twn 100 & 200 runs
2319,England,156/1,27.3,5.67,2,won,vIndia,Brisbane,20 Jan 2015,2015,156,B'twn 100 & 200 runs
2320,England,155,42.0,3.69,1,lost,vAustralia,Brisbane,19 Jan 2007,2007,155,B'twn 100 & 200 runs
2321,Scotland,155,47.0,3.29,1,lost,vKenya,Nairobi (Gym),7 Feb 2007,2007,155,B'twn 100 & 200 runs
2322,Canada,155/9,36.0,4.3,1,lost,vBermuda,King City (NW),28 Jun 2008,2008,155,B'twn 100 & 200 runs
2323,New Zealand,155,46.3,3.33,1,lost,vIndia,Colombo (RPS),11 Sep 2009,2009,155,B'twn 100 & 200 runs
2324,Ireland,155/5,39.1,3.95,2,won,vCanada,Amstelveen,7 Jul 2010,2010,155,B'twn 100 & 200 runs
